Date,ShareLink,ShareCommentary,SharedUrl,MediaUrl,Visibility
2022-07-21 19:47:11,https://www.linkedin.com/feed/update/urn%3Ali%3AugcPost%3A6955971460033126401,"","","",MEMBER_NETWORK
2022-07-19 17:07:40,https://www.linkedin.com/feed/update/urn%3Ali%3Ashare%3A6955206538227515392,"","","",MEMBER_NETWORK
2022-07-05 19:55:16,https://www.linkedin.com/feed/update/urn%3Ali%3AugcPost%3A6950175288660037632,"","","",MEMBER_NETWORK
2022-06-14 21:23:23,https://www.linkedin.com/feed/update/urn%3Ali%3AugcPost%3A6942587318260162560,I’m happy to share that I’m starting a new position as Senior Content Marketing Manager at Urbint!,"","",MEMBER_NETWORK
2017-10-16 16:45:50,https://www.linkedin.com/feed/update/urn%3Ali%3Ashare%3A6325733323738095616,"","","",MEMBER_NETWORK
2017-09-13 20:57:08,https://www.linkedin.com/feed/update/urn%3Ali%3Ashare%3A6313837766090330112,"","","",MEMBER_NETWORK
2017-08-14 18:58:20,https://www.linkedin.com/feed/update/urn%3Ali%3Ashare%3A6302936231772848128,"","","",MEMBER_NETWORK
2017-07-17 22:44:40,https://www.linkedin.com/feed/update/urn%3Ali%3Ashare%3A6292846327923556352,"","","",MEMBER_NETWORK
2017-04-11 22:18:07,https://www.linkedin.com/feed/update/urn%3Ali%3Ashare%3A6257688025736839168,"","","",MEMBER_NETWORK
2017-03-17 19:00:02,https://www.linkedin.com/feed/update/urn%3Ali%3Ashare%3A6248578480984981504,"","","",MEMBER_NETWORK
2017-03-15 22:01:18,https://www.linkedin.com/feed/update/urn%3Ali%3Ashare%3A6247899321333878784,"","","",MEMBER_NETWORK
2017-03-15 22:00:25,https://www.linkedin.com/feed/update/urn%3Ali%3Ashare%3A6247899097500647425,"","","",MEMBER_NETWORK
2016-12-05 18:30:15,https://www.linkedin.com/feed/update/urn%3Ali%3Ashare%3A6211607424076513280,"Hey everybody! I created a trivia card game. It's free to print and play, so give it a whirl. https://lnkd.in/gzEAsQx""
""""
""If nothing else, it'll provide a welcome distraction from awkward family conversation this holiday season. Do it up!",https://gumroad.com/l/rZUhh,"",MEMBER_NETWORK
2015-12-22 22:09:04,https://www.linkedin.com/feed/update/urn%3Ali%3Ashare%3A6085189122849325056,"","","",MEMBER_NETWORK
2015-08-28 16:49:23,https://www.linkedin.com/feed/update/urn%3Ali%3Ashare%3A6043071679968665600,"","","",MEMBER_NETWORK
